RECORD_NO	AGENCY_CD	SITE_NO	MEDIUM_CD	SAMPLE_START_DT	SAMPLE_START_SG	SAMPLE_START_TZ_CD	SAMPLE_START_LOCAL_TM_FG	SAMPLE_END_DT	SAMPLE_END_SG	SAMPLE_END_TZ_CD	SAMPLE_END_LOCAL_TM_FG	SAMPLE_ID	TM_DATUM_RLBLTY_CD	ANL_STAT_CD	HYD_COND_CD	SAMP_TYPE_CD	HYD_EVENT_CD	PROJECT_CD	AQFR_CD	LAB_NO	TU_ID	BODY_PART_ID	COLL_ENT_CD	SIDNO_PARTY_CD	SAMPLE_CN	SAMPLE_CR	SAMPLE_MN	SAMPLE_MD	STATION_NM	DEC_LAT_VA	DEC_LONG_VA	HUC_CD	Stream width	Temperature, water	Temperature, air	Air pressure	Discharge, instant.	No. of sampling pts.	Gage height	Specific cond at 25C	Dissolved oxygen	pH	ANC, wu,fxdEP,fld	Alkalinity, wf,fixedEP,field	Phosphorus, wu	Phosphorus, wf	Calcium, wf	Calcium, wu,recov	Magnesium, wf	Magnesium, wu,recov	Sodium, wu,recov	Sodium, wf	Potassium, wf	Potassium, wu,recov	Chloride, wf	Sulfate, wf	Sulfate, wu	Silica, wu	Silica, wf	Silica, wu.1	Arsenic, wu	Vanadium, wu	Arsenic, wf	Barium, wf	Barium, wu,recov	Beryllium, wf	Beryllium, wu,recov	Bismuth, wf	Bismuth, wu	Cadmium, wf	Chromium, wf	Chromium, wu,recov	Cobalt, wf	Cobalt, wu,recov	Copper, wf	Copper, wu,recov	Iron, wu,recov	Iron, wf	Iron(II), wf	Lead, wf	Lead, wu,recov	Manganese, wu,recov	Manganese, wf	Thallium, wf	Thallium, wu	Molybdenum, wf	Molybdenum, wu,recov	Nickel, wf	Nickel, wu,recov	Silver, wf	Silver, wu,recov	Strontium, wf	Strontium, wu,recov	Vanadium, wf	Zinc, wf	Zinc, wu,recov	Antimony, wf	Antimony, wu	Aluminum, wu,recov	Aluminum, wf	Cerium, wf	Cerium, wu	Cadmium, wu,recov	Cesium, wf	Cesium, wu	Gallium, wf	Gallium, wu	Germanium, wf	Germanium, wu	Lithium, wf	Lithium, wu,recov	Rubidium, wf	Rubidium, wu	Selenium, wf	Selenium, wu	Titanium, wf	Titanium, wu	Tungsten, wu	Tungsten, wf	Zirconium, wf	Zirconium, wu	Lanthanum, wf	Lanthanum, wu	Scandium, wf	Scandium, wu	Ytterbium, wf	Ytterbium, wu	Yttrium, wf	Yttrium, wu	Terbium, wu	Gadolinium, wu	Europium, wu	Neodymium, wu	Praseodymium, wu	Niobium, wu	Lutetium, wu	Thulium, wu	Erbium, wu	Holmium, wu	Oil & grease, severity	Suds or foam, severity	Float.Garbage, svrty	Floating algae mats, severity	Odor, severity	Dead fish, severity	Floating debris, severity	Turbidity, severity	Tritium, wu	Uranium, wf	Uranium, wu	Bicarbonate, wu,Gran,field	Alkalinity,wf,Gran,field	ANC, wu,Gran,field	Transit rate, sampler	Site visit purpose	Erbium, wf	Europium, wf	Gadolinium, wf	Holmium, wf	Neodymium, wf	Niobium, wf	Praseodymium, wf	Terbium, wf	Thulium, wf	Lutetium, wf	Bicarbonate, wf, Gran, field	Hydrogen sulfide, wu	Sample purpose	Sample source	Sampling condition	Sample location, downstream	Sample location, upstream	Tritium 2scu, wu	Sulfur, wu	Stream velocity	H-2/H-1 ratio, wu	delta O-18, wu	Tantalum, wu	Tantalum, wf	Samarium, wu	Samarium, wf	Dysprosium, wu	Dysprosium, wf	Thorium, wu	Thorium, wf	Sampling method	Sampler type	Sample splitter type	Iron(III), calculated, wf	Type of replicate	Type of QA data	Topical QC data purpose	SpecCond,wu25degCLab	Type of blank solution	Source of blank solution	Type of blank sample	Source of reference material	Lot No, 1st, inorg grade watr
01202529	USGS 	391452106224201	WS 	2012-05-30 09:30:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780209	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:55	qwdxco  	2012-07-26 11:40:19	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	39.2477777777778	-106.378333333333	11020001	18 	7.8 	NA	538.2 	17.32 	12 	NA	30 	8.42 	7.24 	NA	8.9 	NA	NA	2.86073334 	3.20417081 	.61510608 	.68821619 	.66877517 	.59347099 	.22369716 	.23940548 	.127 	4.17 	NA	NA	3.00533592 	3.39929473 	.11345668 	.04659161 	.09152747 	6.28100953 	6.3580823 	NA	NA	NA	NA	.06438787 	.15407838 	.21283396 	.04056577 	.03891567 	.87295764 	.72596776 	78.2399498 	65.0561145 	NA	.07650068 	.0831102 	81.3320568 	73.2217665 	NA	NA	.32794253 	.30666331 	.242184 	.2029322 	.02 <	.02 <	17.9735841 	18.5026361 	.04993193 	25.1063503 	25.9962544 	NA	NA	33.2547037 	28.8079143 	NA	NA	.04703987 	NA	NA	NA	NA	NA	NA	.15711866 	.16632405 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	1 	0 	0 	0 	0 	0 	NA	.65968534 	.67501093 	NA	7 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5 	NA	10 	NA	NA	NA	NA	NA	1.23512548 	1.22 	-129.56 	-17.48 	NA	NA	NA	NA	NA	NA	NA	NA	10 	3044 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202530	USGS 	391454106224201	WS 	2012-05-30 10:15:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	7	9	009YD0100	NA	1780217	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:55	qwdxco  	2012-07-26 11:40:20	LF-537 SUGARLOAF GULCH AT MOUTH NR LEADVILLE, CO	39.2483333333333	-106.378333333333	11020001	1 	6.77 	NA	539.2 	.0208 E	1 	NA	561 	8.03 	4.72 	NA	.6 	NA	NA	59.5661664 	60.7911013 	18.2853851 	18.3849137 	6.48644196 	6.39526127 	1.61840306 	1.71834664 	.129 	285.338 	NA	NA	20.1803397 	20.3712444 	.08540968 	.01 <	.07359733 	32.5831311 	31.9619666 	NA	NA	NA	NA	5.27219665 	.09097318 	.17657948 	2.24676856 	2.22667434 	2.0802038 	1.96116415 	156.906209 	147.510307 	NA	.34860803 	.34120029 	12270.362 	12133.7559 	NA	NA	.01 <	.01 <	17.4888448 	17.3543839 	.02 <	.02 <	244.484387 	242.771823 	.01 <	4250.14627 	4322.19151 	NA	NA	293.926663 	289.412088 	NA	NA	5.2741404 	NA	NA	NA	NA	NA	NA	4.57422305 	4.61745974 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.13346457 	.1272639 	NA	-1.7 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	10 	NA	NA	NA	NA	NA	86.3695413 	NA	-134.79 	-17.3 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	30 	NA	NA	NA	NA	NA	NA	NA
01202531	USGS 	391517106230602	WS 	2012-05-31 11:45:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780196	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:56	qwdxco  	2012-08-09 11:40:17	LSG-06 LITTLE SUGARLOAF GL 6 NR LEADVILLE, CO	39.2547222222222	-106.385	11020001	.6 	3.99 	NA	537 	.0181 E	1 	NA	462 	6.07 	4.52 	NA	.8 	NA	NA	92.0911618 	93.1158248 	34.8007084 	35.0071718 	7.71875988 	7.64983819 	3.21345345 	3.19227764 	.28 	420.819 	NA	NA	22.477285 	23.0485661 	.08249262 	.01232529 	.06565106 	24.0488479 	24.2400806 	NA	NA	NA	NA	43.8935108 	.25910017 	.33378963 	.07598407 	.07554746 	21.6613697 	21.4971988 	4.23537946 	2.75956824 	NA	.55545673 	.66104754 	7085.34136 	6989.30262 	NA	NA	.01 <	.01 <	78.8983111 	79.3705771 	.02081596 	.04494159 	440.880609 	437.68443 	.01 <	4817.87605 	4932.04708 	NA	NA	1115.03569 	1093.74748 	NA	NA	44.2462678 	NA	NA	NA	NA	NA	NA	6.5743653 	6.44936841 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.96591205 	.96501281 	NA	-1.4 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	10 	NA	NA	NA	NA	NA	132.663564 	NA	-141.87 	-18.61 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202532	USGS 	391414106231001	WS 	2012-05-30 12:00:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780215	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:56	qwdxco  	2012-07-26 11:40:19	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	39.2372222222222	-106.386111111111	11020001	10 	6.58 	NA	540 	2.25 	5 	NA	41 	8.56 	7.1 	NA	9.3 	NA	NA	2.89000848 	2.92893143 	1.07687058 	1.09939213 	2.0053276 	1.98070883 	.40619128 	.41584215 	.566 	8.256 	NA	NA	9.1319942 	9.55486283 	.19830411 	.14654114 	.15687163 	5.94716142 	6.61973747 	NA	NA	NA	NA	2.30281198 	.12646947 	.24928734 	.3850779 	.36140503 	12.0920634 	15.2678976 	112.110644 	40.5961092 	NA	.20017403 	.55848937 	175.472071 	174.584567 	NA	NA	.3534782 	.32427898 	.83872328 	.87912647 	.02328519 	.03345411 	15.6950594 	16.0005577 	.06987143 	142.319877 	150.275712 	NA	NA	379.478411 	208.442555 	NA	NA	2.39481542 	NA	NA	NA	NA	NA	NA	3.16614035 	3.19295411 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.45488654 	.58903765 	NA	7.4 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.1 	NA	10 	NA	NA	NA	NA	NA	2.52956409 	.93 	-138.74 	-18.56 	NA	NA	NA	NA	NA	NA	NA	NA	10 	3044 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202533	USGS 	391435106230801	WG 	2012-05-30 13:15:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780200	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:56	qwdxco  	2012-07-26 11:40:19	SIWATCH MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEAD	39.2430555555556	-106.385555555556	11020001	.4 	7.79 	NA	537.3 	.117 E	1 	NA	412 	3.41 	6.27 	NA	30.8 	NA	NA	38.1022219 	38.5248475 	14.3173437 	14.9343993 	4.34095356 	4.2956136 	1.2225546 	1.14071828 	.339 	179.13 	NA	NA	27.1237188 	27.7649716 	1.83962769 	.02183728 	1.14537514 	24.617749 	25.1171913 	NA	NA	NA	NA	7.76104944 	.1862563 	.18432787 	8.75317297 	8.56138305 	.09905271 	.15034798 	9864.45873 	7980.94129 	NA	.02143711 	7.94060017 	12701.1727 	12667.1488 	NA	NA	.89413046 	1.09193327 	13.075213 	13.320766 	.02 <	.02 <	91.0799618 	91.3052694 	.01 <	3528.57582 	3552.8202 	NA	NA	392.980639 	122.430972 	NA	NA	7.93386655 	NA	NA	NA	NA	NA	NA	7.28087125 	7.18139987 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	1 	NA	.74633122 	1.49834258 	NA	28.4 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.6 	NA	10 	NA	NA	NA	NA	NA	54.9638954 	NA	-140.74 	-18.56 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202534	USGS 	391501106224901	WG 	2012-05-30 14:20:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780212	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:57	qwdxco  	2012-07-26 11:40:20	SC00908124CBAD2 SLGS-07 SUGARLOAF GULCH SEEP 7	39.2502777777778	-106.380277777778	11020001	.5 	20.21 	NA	537.3 	.0004 	1 	NA	535 	6.68 	3.67 	NA	.1 <	NA	NA	39.4189802 	NA	12.0804759 	NA	NA	5.16178847 	2.23546863 	NA	.42 	240.624 	NA	NA	25.4719715 	NA	NA	NA	.18490423 	5.86426416 	NA	NA	NA	NA	NA	19.9680928 	.59212979 	NA	11.1738847 	NA	32.3611842 	NA	NA	882.177511 	NA	2.44758778 	NA	NA	13452.0227 	NA	NA	.01 <	NA	20.4551522 	NA	.02 <	NA	126.786101 	NA	.016531 	7312.20797 	NA	NA	NA	NA	1609.29164 	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.21395069 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	1 	0 	0 	0 	1 	NA	2.57199955 	NA	NA	-23.9 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	10 	NA	NA	NA	NA	NA	NA	NA	-134.8 	-17.51 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202535	USGS 	391504106223001	WS 	2012-05-30 15:00:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780205	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:57	qwdxco  	2012-07-26 11:40:20	LAKE FORK BELOW TURQUOISE LAKE NEAR LEADVILLE, CO	39.2511111111111	-106.375	11020001	29.6 	7.92 	NA	537.7 	15.67 	10 	.51 	23 	9.19 	7.19 	NA	9.2 	NA	NA	2.90659336 	2.94047152 	.57721538 	.58707352 	.65377855 	.65433613 	.21668391 	.22291479 	.128 	2.203 	NA	NA	3.43588094 	3.52019082 	.10314903 	.08533219 	.09250972 	5.19149252 	6.89483882 	NA	NA	NA	NA	.01301919 	.16025625 	.22221794 	.01243191 	.02433255 	.70597221 	.88038623 	136.641946 	76.5464861 	NA	.06290446 	.17808713 	9.49974064 	1.52582424 	NA	NA	.31033278 	.36449496 	.145556 	.15695035 	.02 <	.02 <	14.9339252 	17.5074151 	.04724508 	1.30421927 	1.61070678 	NA	NA	59.591988 	41.8859074 	NA	NA	.01917451 	NA	NA	NA	NA	NA	NA	.12792123 	.13529037 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.56797504 	.68204457 	NA	7.2 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8 	NA	10 	NA	NA	NA	NA	NA	.68534464 	1.69 	-130.38 	-17.52 	NA	NA	NA	NA	NA	NA	NA	NA	10 	3044 	200 	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA
01202536	USGS 	391501106225001	WG 	2012-05-30 16:10:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780206	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:57	qwdxco  	2012-07-26 11:40:20	SLGS-09 SUGARLOAF GULCH SEEP 9 PIPE NR DINERO, CO	39.2502777777778	-106.380555555556	11020001	.8 	5.54 	NA	537.4 	.00405 E	1 	NA	403 	6.8 	4.66 	NA	1.3 	NA	NA	39.3116994 	NA	12.061329 	NA	NA	5.22693794 	2.21978287 	NA	.31 	202.549 	NA	NA	21.9303782 	NA	NA	NA	.06213211 	23.2978802 	NA	NA	NA	NA	NA	14.9673019 	.2188971 	NA	11.1089187 	NA	9.04963529 	NA	NA	281.563255 	NA	3.76211131 	NA	NA	16086.0133 	NA	NA	.01 <	NA	12.4000656 	NA	.05891007 	NA	147.696488 	NA	.01 <	3204.77414 	NA	NA	NA	NA	1286.22539 	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.37742693 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	1.36822034 	NA	NA	-1.9 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	10 	NA	NA	NA	NA	NA	NA	NA	-136.76 	-17.83 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202537	USGS 	391606106241601	WG 	2012-05-31 09:50:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780177	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:58	qwdxco  	2012-07-30 11:40:14	SC00908113ADB TL-ADIT	39.2683333333333	-106.404444444444	11020001	.5 	2.86 	NA	535.2 	.00845 E	1 	NA	246 	9.03 	3.44 	NA	.1 <	NA	NA	2.84631779 	2.86315941 	.94922257 	.95700886 	1.7476857 	1.73794531 	.9627752 	1.00271945 	.219 	65.137 	NA	NA	16.6704877 	16.9622648 	11.343298 	.49604023 	4.50989746 	5.12774219 	5.70184451 	NA	NA	NA	NA	.63726937 	.17708283 	.32956945 	2.60979655 	2.54168827 	134.342122 	130.04442 	9469.42998 	7411.98375 	NA	1.16640546 	1.8863446 	181.802763 	182.231548 	NA	NA	.17356363 	.39813762 	3.31292056 	3.26620504 	.02 <	.0952166 	17.775427 	17.8526711 	.1486232 	252.256258 	246.089429 	NA	NA	1909.40862 	1816.75619 	NA	NA	.65316255 	NA	NA	NA	NA	NA	NA	.8114749 	.8350741 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	1 	0 	0 	0 	NA	.5093041 	.643201 	NA	.1 <	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	10 	NA	NA	NA	NA	NA	17.4182899 	NA	-135.8 	-18.07 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA
01202539	USGS 	391500106225501	WG 	2012-05-31 11:50:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	7	9	009YD0100	NA	1780185	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:58	qwdxco  	2012-07-26 11:40:20	SC00908019CBAC1 SLGS-01 SUGARLOAF GULCH SEEP 1	39.25	-106.381944444444	11020001	3 	4.99 	NA	537.6 	.0037 	1 	NA	515 	2.77 	4.57 	NA	.4 	NA	NA	55.7271188 	NA	15.7034628 	NA	NA	4.9453903 	1.9603215 	NA	.203 	254.415 	NA	NA	24.5996297 	NA	NA	NA	.27715092 	48.9007209 	NA	NA	NA	NA	NA	31.1738654 	.05649183 	NA	.68506676 	NA	1.57013522 	NA	NA	125.543357 	NA	.99464025 	NA	NA	10164.9399 	NA	NA	.01975872 	NA	29.5716762 	NA	.02 <	NA	194.554427 	NA	.02488824 	5998.61303 	NA	NA	NA	NA	716.154633 	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.05665735 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	4 	0 	0 	0 	0 	NA	.10709265 	NA	NA	-1.8 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	10 	NA	NA	NA	NA	NA	NA	NA	-138.63 	-18.14 	NA	NA	NA	NA	NA	NA	NA	NA	70 	8010 	200 	NA	NA	30 	NA	NA	NA	NA	NA	NA	NA
01202540	USGS 	391513106230401	WG 	2012-05-31 14:40:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780222	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:59	qwdxco  	2012-08-09 11:40:17	DINERO BULKHEAD SPIGOT AT 1250 FT NR LEADVILLE, CO	39.2534555555556	-106.384461111111	11020001	NA	6.7 	NA	NA	NA	1 	NA	1390 	NA	6.14 	NA	33.6 	NA	NA	139.904286 	130.208684 	34.7018703 	32.6855979 	8.11240965 	8.78733957 	3.74066144 	3.37180614 	.24 	908.948 	NA	NA	33.7844718 	30.9191143 	37.6214437 	.05253499 	36.2496053 	10.5290969 	11.0400807 	NA	NA	NA	NA	1.03185452 	.10913817 	.21629039 	48.8126173 	48.871611 	.10741639 	.64175825 	80748.0898 	85962.3228 	NA	.16609962 	6.10575649 	97387.6248 	104227.365 	NA	NA	.14801327 	.1450899 	65.795174 	66.2688013 	.03221768 	.33112691 	337.356356 	330.953902 	.04370477 	25441.5782 	24091.6353 	NA	NA	256.9091 	200.852284 	NA	NA	1.82371776 	NA	NA	NA	NA	NA	NA	10.150315 	9.70596298 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.26037397 	.39364043 	NA	32 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.1 	NA	10 	NA	NA	NA	NA	NA	259.705689 	NA	-144.18 	-19.12 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202541	USGS 	391504106225200	WG 	2012-05-29 11:00:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	7	9	009YD0100	NA	1780189	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:59	qwdxco  	2012-08-09 11:40:17	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	39.2511111111111	-106.381111111111	11020001	3 	9.38 	NA	535.6 	.0288 E	1 	NA	996 	7.69 	6.45 	NA	14.2 	NA	NA	120.480908 	118.539261 	39.6961711 	37.7200749 	10.4567207 	10.9991259 	2.09525153 	2.20904657 	.303 	544.376 	NA	NA	29.1532653 	30.6308497 	5.3341544 	.54281271 	1.70314492 	43.3815671 	52.2398734 	NA	NA	NA	NA	.2061738 	.18707898 	.73781276 	10.6881809 	11.3236424 	.10220662 	1.11570207 	17833.0923 	7399.24416 	NA	.06963512 	2.77778393 	26059.7711 	27147.0757 	NA	NA	.1609234 	.63071674 	13.4852922 	14.7110654 	.02 <	.02 <	341.520331 	337.764642 	.01 <	5243.77996 	5100.20838 	NA	NA	388.751607 	13.5611982 	NA	NA	.22469377 	NA	NA	NA	NA	NA	NA	9.05892878 	9.24990624 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	3 	0 	0 	0 	0 	NA	.0485631 	.39761112 	NA	12 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.6 	NA	10 	NA	NA	NA	NA	NA	169.931721 	NA	-144.86 	-19.12 	NA	NA	NA	NA	NA	NA	NA	NA	70 	8010 	200 	NA	NA	30 	NA	NA	NA	NA	NA	NA	NA
01202542	USGS 	391510106241001	WG 	2012-05-29 13:15:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780194	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 17:00:00	qwdxco  	2012-07-26 11:40:21	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	39.2527777777778	-106.402777777778	11020001	10 	5.27 	NA	518 	NA	1 	NA	558 	.31 	5.2 	NA	6 	NA	NA	19.1030997 	19.3790189 	14.1913232 	14.1690266 	2.87779628 	2.86924462 	2.37517046 	2.34093252 	.239 	272.845 	NA	NA	34.6970875 	35.8526742 	57.5486893 	1.20187245 	40.2569368 	13.4035429 	18.2934231 	NA	NA	NA	NA	7.66263599 	.30129939 	.7328213 	32.63756 	36.1199525 	1.52289307 	3.48860042 	40310.5943 	38513.8374 	NA	2.052152 	4.17128221 	40865.6201 	41217.7053 	NA	NA	.06166381 	.15523867 	41.1409579 	46.5540088 	.04428387 	.05417563 	60.1682426 	64.0835998 	.08568505 	6791.8109 	6871.39402 	NA	NA	1859.53218 	1272.09824 	NA	NA	8.07156662 	NA	NA	NA	NA	NA	NA	4.26454393 	4.25170165 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	2.04852479 	2.57752192 	NA	4.3 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.7 	NA	10 	NA	NA	NA	NA	NA	83.9304117 	NA	-139.12 	-18.2 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202543	USGS 	391512106235701	WG 	2012-05-29 14:00:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780193	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 17:00:00	qwdxco  	2012-07-26 11:40:21	SC00908124BCAD1 TT-0 TIGER MINE DRAINAGE TUN NR LE	39.2533333333333	-106.399166666667	11020001	2 	5.88 	NA	518.1 	.00653 E	1 	NA	2420 	4.03 	2.56 	NA	.1 <	NA	NA	26.3449625 	26.5291508 	19.9722942 	20.2374907 	3.33403896 	3.31940679 	2.20718126 	2.19147914 	1.201 	1238.843 	NA	NA	39.1274411 	38.5974904 	1045.89831 	19.8356742 	1075.2408 	9.44351432 	9.08784282 	NA	NA	NA	NA	565.562882 	23.6868848 	21.8826847 	114.303287 	103.744665 	6049.45664 	5722.55834 	231768.823 	231460.05 	NA	141.783919 	134.515035 	16686.041 	16660.5307 	NA	NA	1.26084195 	1.20541074 	174.992312 	160.013893 	3.82202179 	5.08803129 	120.498429 	117.363449 	20.9100869 	17236.1396 	16899.8771 	NA	NA	48357.7743 	48052.0899 	NA	NA	528.143635 	NA	NA	NA	NA	NA	NA	13.3257511 	12.8848294 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	71.8690848 	69.8993643 	NA	.1 <	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	10 	NA	NA	NA	NA	NA	341.584952 	NA	-142.89 	-18.8 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
